nofinesset;nofinessej;rs;rslongue;numvoie;compvoie;typvoie;voie;lieuditbp;departement;libdepartement;cp;commune;telephone;telecopie;dateouv;dateautor;datemaj;wgs84;lat;lng
750025306;750025280;PHARMACIE DE BRETEUIL;;6;;PL;DE BRETEUIL;;75;PARIS;75015;PARIS 15;147341485;147341485;01/03/2008;11/05/1943;10/07/2009;48.84718835, 2.31090605;48.84718835;2.31090605
750025553;750025546;GRANDE PHARMACIE DU COMMERCE;;89;;RUE;DU COMMERCE;;75;PARIS;75015;PARIS 15;148284350;140431890;15/05/2008;30/09/1942;30/01/2009;48.8442222, 2.2935652;48.8442222;2.2935652
750026056;750026031;PHARMACIE DU MIDI;;38;;AVENUE;FELIX FAURE;;75;PARIS;75015;PARIS 15;145541548;145541773;01/07/2008;08/11/1942;30/09/2008;48.8421252, 2.2904369;48.8421252;2.2904369
750026221;750026213;PHARMACIE 77 PICQUET GRENELLE;;77;;BOULEVARD;DE GRENELLE;;75;PARIS;75015;PARIS 15;147341145;145670231;15/09/2004;11/11/1942;05/05/2009;48.8503399, 2.2945661;48.8503399;2.2945661
750026817;750026791;PHARMACIE BARBELET;;40;;BOULEVARD;PASTEUR;;75;PARIS;75015;PARIS 15;143209789;143224901;01/11/2011;03/09/1943;04/04/2013;48.8418293, 2.3130284;48.8418293;2.3130284
750027153;750027146;PHARMACIE VAUGIRARD;;245;;RUE;DE VAUGIRARD;;75;PARIS;75015;PARIS 15;147837888;140610735;20/06/2001;30/12/1942;07/07/2009;48.8406234, 2.3051789;48.8406234;2.3051789
750027401;750027393;SELAS PHARMACIE DU PHARE;;57;;RUE;DE VOUILLE;;75;PARIS;75015;PARIS 15;148284742;148284060;11/12/2011;11/05/1943;04/04/2012;48.8335885, 2.3094645;48.8335885;2.3094645
750027435;750027427;PHARMACIE SYLVIE LEIBA;;19;;RUE;DE LA CROIX NIVERT;;75;PARIS;75015;PARIS 15;147347048;;29/05/1985;30/10/1942;07/07/2009;48.8409168, 2.2911033;48.8409168;2.2911033
750027583;750027575;PHARMACIE DE LA PORTE D AUTEUIL;;52;;RUE;D AUTEUIL;;75;PARIS;75016;PARIS 16;142882738;142887360;01/10/2009;17/11/1942;23/09/2009;48.8503731, 2.25902687148;48.8503731;2.25902687148261
750027922;750027914;PHARM ALTOUNIAN DAMBREVILLE;;101;;AVENUE;MOZART;;75;PARIS;75016;PARIS 16;142885333;142887334;29/10/1992;17/11/1942;23/03/2009;48.8515906, 2.2678256;48.8515906;2.2678256
750028003;750027997;SELARL PHARMACIE LEVY TEBOUL;;92;;BOULEVARD;MURAT;;75;PARIS;75016;PARIS 16;146514974;146514877;07/01/2013;17/11/1942;17/01/2013;48.8389743, 2.2654897;48.8389743;2.2654897
750028086;750028060;PHARM JOUANNE;;2;;PL;DE PASSY;;75;PARIS;75016;PARIS 16;142880176;140509610;26/02/1988;17/11/1942;29/04/2009;48.857809, 2.2774307;48.857809;2.2774307
940009269;940009228;PHARMACIE GIROIR;PHARMACIE DU MARCHE;3;;ALL;DES AMBALAIS;;94;VAL DE MARNE;94420;LE PLESSIS TREVISE;156865908;156865909;19/02/2007;29/09/2006;17/09/2009;48.8103, 2.57171;48.8103;2.57171
940007818;940007768;PHARMACIE DUMON;;23;;RUE;GABRIEL PERI;;94;VAL DE MARNE;94460;VALENTON;143894637;143894591;06/06/2006;06/04/2006;25/08/2010;48.7489, 2.47142;48.74889999999999;2.47142
940007305;940007297;PHARM MORTILLARO;;58;B;QUA;DES CARRIERES;;94;VAL DE MARNE;94220;CHARENTON LE PONT;143684350;;19/11/1993;24/05/1993;25/08/2010;48.8197, 2.40591;48.8197;2.40591
940009335;940009327;PHARM VANDERCRUYSSEN;;4;;AVENUE;EDOUARD HERRIOT;;94;VAL DE MARNE;94260;FRESNES;142376650;;19/02/1988;11/08/1959;25/08/2010;48.7565, 2.32834;48.75649999999999;2.32834
940005333;940005325;PHARM PHAM;PHARMACIE HARMONIE;144;;RUE;EDOUARD VAILLANT;;94;VAL DE MARNE;94140;ALFORTVILLE;143753714;;14/12/1992;12/11/1981;25/08/2010;48.807, 2.41954;48.80700000000001;2.41954
940006257;940006240;PHARM HILLION;;4;;RUE;DE NOISY;;94;VAL DE MARNE;94360;BRY SUR MARNE;148814200;;22/09/1986;09/07/1986;13/10/2009;48.8391, 2.52255;48.83909999999999;2.52255
940006984;940006976;PHARM MOREL;PHARMACIE CENTRALE;20;;RUE;LOUIS TALAMONI;;94;VAL DE MARNE;94500;CHAMPIGNY SUR MARNE;147060065;147068570;20/11/1996;12/02/1943;08/06/2009;48.8134, 2.51125;48.81339999999999;2.5112500000000004
940009285;940009277;PHARM TALAMONI;;89;T;AVENUE;VICTOR HUGO;;94;VAL DE MARNE;94120;FONTENAY SOUS BOIS;148764010;;21/07/1993;15/05/1943;25/08/2010;48.8577, 2.4712;48.8577;2.4712
940008170;940008162;PHARM THIRION;;50;;AVENUE;VICTOR HUGO;;94;VAL DE MARNE;94600;CHOISY LE ROI;148908714;;23/06/1986;28/04/1943;25/08/2010;48.7684, 2.41988;48.7684;2.41988
940007537;940007511;PHARM SEEGER FREDERIQUE;PHARMACIE DES  TERRASSES;46;B;RUE;DU GENERAL DE GAULLE;;94;VAL DE MARNE;94430;CHENNEVIERES SUR MARNE;149627429;;20/12/1993;18/10/1993;06/01/2009;48.7947, 2.52987;48.7947;2.52987
940007735;940007727;PHARM KOUBI;;5;Q;AVENUE;DU GENERAL DE GAULLE;;94;VAL DE MARNE;94550;CHEVILLY LARUE;145479988;;27/05/1980;17/11/1961;21/08/2009;48.7733, 2.33758;48.77329999999999;2.33758
940005903;940005895;PHARMACIE HAMZAOUI;PHARMACIE DU CTRE CIAL BOISSY 2;;;;CTRE CIAL BOISSY 2;;94;VAL DE MARNE;94470;BOISSY ST LEGER;145697222;;05/12/1991;22/01/1976;25/08/2010;48.7345, 2.53919;48.7345;2.53919
940009434;940009426;PHARM MEUNIER;;47;;AVENUE;DE LA LIBERTE;;94;VAL DE MARNE;94260;FRESNES;147020210;;20/06/1986;21/04/1986;25/08/2010;48.7638, 2.31811;48.763799999999996;2.31811
940007800;940007792;PHARM BITTANTE;;43;B;AVENUE;FRANKLIN ROOSEVELT;;94;VAL DE MARNE;94550;CHEVILLY LARUE;146866101;;19/10/1989;14/06/1960;25/08/2010;48.7712, 2.36151;48.7712;2.36151
940007073;940007065;PHARM KONUK;PHARMACIE CITE JARDINS;88;;AVENUE;DE LA REPUBLIQUE;;94;VAL DE MARNE;94500;CHAMPIGNY SUR MARNE;147060795;;30/07/1991;13/05/1975;25/08/2010;48.8226, 2.51058;48.822600000000016;2.5105800000000005
940008220;940008212;PHARM PATERON;;8;;PL;DES BOULEAUX;;94;VAL DE MARNE;94000;CRETEIL;142074445;;23/12/1991;09/06/1988;22/05/2009;48.8027, 2.45436;48.8027;2.4543600000000003
940012214;940012206;PHARM BREDILLET;PHARMACIE CENTRALE;4;;RUE;LOUIS BONIN;;94;VAL DE MARNE;94310;ORLY;148534291;;26/11/1993;10/03/1943;25/08/2010;48.7432, 2.39623;48.743199999999995;2.39623
940008204;940008196;PHARM GUOI;PHARMACIE DE L ABBAYE;1;;PL;DE L ABBAYE;;94;VAL DE MARNE;94000;CRETEIL;143775626;;01/02/2005;09/02/1961;22/05/2009;48.7783, 2.47038;48.77830000000001;2.47038
940008386;940008360;PHARM REHANA;;2;;RUE;EDOUARD MANET;;94;VAL DE MARNE;94000;CRETEIL;143770545;;23/04/1990;10/08/1967;25/08/2010;48.7809, 2.46439;48.78090000000002;2.4643899999999994
940009152;940009145;PHARM BELLENGER;;77;;AVENUE;DE LA REPUBLIQUE;;94;VAL DE MARNE;94120;FONTENAY SOUS BOIS;148751379;;27/06/1984;15/05/1943;02/07/2009;48.8529, 2.45731;48.8529;2.4573100000000005
940014897;940014871;PHARM  BENATTASSE;;42;;AVENUE;KARL MARX;;94;VAL DE MARNE;94800;VILLEJUIF;146770600;;24/06/1996;02/05/1962;25/08/2010;48.7845, 2.36259;48.78449999999999;2.36259
940011760;940011752;PHARM EL BAZE;PHARMACIE DE LA SOUS PREFECTURE;83;;GR;CHARLES DE GAULLE;;94;VAL DE MARNE;94130;NOGENT SUR MARNE;148730264;;23/09/1994;24/06/1943;26/06/2009;48.8369, 2.48314;48.8369;2.4831400000000006
940012446;940012420;PHARM CROUCHET;PHARMACIE DU ROND POINT;33;;BOULEVARD;D ALSACE LORRAINE;;94;VAL DE MARNE;94170;LE PERREUX SUR MARNE;143244154;;02/04/1974;01/06/1943;02/07/2009;48.8491, 2.49562;48.849099999999986;2.49562
940011711;940011703;PHARM TSIA KING FUNG;;8;;RUE;DES TAILLIS;;94;VAL DE MARNE;94440;MAROLLES EN BRIE;143861581;;26/09/1994;29/07/1994;02/07/2009;48.7388, 2.56494;48.738800000000005;2.56494
940014160;940014152;PHARM JOUY;PHARMACIE DU CLOS DE PACY;9;T;RUE;MAURICE BERTEAUX;;94;VAL DE MARNE;94370;SUCY EN BRIE;145902832;;02/09/1982;17/09/1970;20/05/2009;48.7717, 2.51951;48.771699999999996;2.5195100000000004
940013790;940017676;PHARM  FERMON & WAJNBERG;;97;;AVENUE;DU BAC;;94;VAL DE MARNE;94210;LA VARENNE ST HILAIRE;148831283;;07/03/1991;08/11/1943;25/08/2010;48.792701, 2.51693;48.792701;2.51693
940011281;940011273;PHARM NGUYEN HUU TIN &HUU BICH THUY;;26;;AVENUE;DU GENERAL DE GAULLE;;94;VAL DE MARNE;94700;MAISONS ALFORT;143680992;;29/06/2001;25/02/1943;26/01/2009;48.8148, 2.42061;48.814800000000005;2.4206100000000004
940015092;940015084;PHARM RABARISON;;129;;AVENUE;DE LA REPUBLIQUE;;94;VAL DE MARNE;94800;VILLEJUIF;147266414;;13/02/1979;03/10/1967;02/07/2009;48.7872, 2.35386;48.787199999999984;2.3538600000000005
940013063;940013055;PHARM LEBEL;PHARMACIE PRINCIPALE;29;;AVENUE;DU GENERAL DE GAULLE;;94;VAL DE MARNE;94160;ST MANDE;143281058;;01/09/2004;24/03/1943;25/08/2010;48.8425, 2.41775;48.842499999999994;2.41775
940013725;940017643;PHARM ITURBIDE;PHARMACIE DES ARTS;12;;AVENUE;DU BAC;;94;VAL DE MARNE;94210;LA VARENNE ST HILAIRE;148831216;;04/05/1959;20/10/1943;25/08/2010;48.797415, 2.504162;48.797415;2.504162
940013477;940013451;PHARM LEVASSOR;;36;;AVENUE;FOCH;;94;VAL DE MARNE;94100;ST MAUR DES FOSSES;148860538;;01/10/1990;17/03/1975;25/08/2010;48.803, 2.4901;48.80299999999999;2.4901
940016793;940016785;PHARM NAHON DANIEL;;58;B;AVENUE;PAUL VAILLANT-COUTUR;;94;VAL DE MARNE;94400;VITRY SUR SEINE;146817939;;21/10/1988;06/07/1977;20/04/2011;48.7963, 2.39825;48.79629999999999;2.39825
940014012;940014004;PHARM NADJAR GUY;;4;;RUE;DES RESERVOIRS;;94;VAL DE MARNE;94410;ST MAURICE;142832442;;21/02/1994;22/10/1980;25/08/2010;48.8175, 2.46256;48.817499999999995;2.46256
940014277;940014251;PHARM PIRONNEAU;;2;;RUE;DU FAISAN DORE;;94;VAL DE MARNE;94370;SUCY EN BRIE;145902316;;23/01/1973;23/01/1973;25/08/2010;48.7579, 2.5502;48.7579;2.5502
940013840;940013832;PHARM TRAN NGOC MY & TARRIEUX;;119;;BOULEVARD;DE CHAMPIGNY;;94;VAL DE MARNE;94100;ST MAUR DES FOSSES;148830237;143971365;04/10/1994;06/11/1943;25/08/2010;48.8069, 2.5089;48.80689999999999;2.5089000000000006
940015530;940015522;PHARM CAMILLERI;;286;B;RUE;DE PARIS;;94;VAL DE MARNE;94190;VILLENEUVE ST GEORGES;143890914;;28/10/1983;18/06/1953;12/07/2010;48.748, 2.44618;48.748;2.44618
940014996;940014970;PHARM PRADEL;PHARMACIE DES BARMONTS;62;;AVENUE;DE PARIS;;94;VAL DE MARNE;94800;VILLEJUIF;147261224;;25/03/1993;10/03/1943;02/07/2009;48.8024, 2.3644;48.802399999999984;2.3644
940014145;940014137;PHARM ZAKY  MARIE THERESE;;85;;RUE;DU GENERAL LECLERC;;94;VAL DE MARNE;94370;SUCY EN BRIE;145905003;;28/01/1985;10/10/1984;11/06/2009;48.779, 2.51176;48.778999999999996;2.51176
940015795;940015787;PHARM LUCCIONI;;51;;AVENUE;ANDRE ROUY;;94;VAL DE MARNE;94350;VILLIERS SUR MARNE;149303158;;04/05/1992;19/07/1968;13/07/2009;48.8228, 2.55044;48.82279999999999;2.55044
940014541;940014533;PHARM ROUSSEL;;273;;AVENUE;DE FONTAINEBLEAU;;94;VAL DE MARNE;94320;THIAIS;145604414;;08/11/1994;15/03/1994;25/08/2010;48.7623, 2.36848;48.762299999999996;2.3684800000000004
940016330;940016322;PHARM NGUYEN & DANG;;8;;AVENUE;ANATOLE FRANCE;;94;VAL DE MARNE;94400;VITRY SUR SEINE;146804252;;13/10/1992;10/03/1943;23/06/2009;48.8016, 2.40282;48.80160000000001;2.4028199999999997
940014665;940014657;PHARM BEZARD;;5;;RUE;DE L EGLISE;;94;VAL DE MARNE;94440;VILLECRESNES;145954133;;19/09/1996;12/06/1991;02/07/2009;48.721, 2.53315;48.721;2.5331499999999996
940016181;940016173;PHARM CHARRIER;;39;;RUE;DE MONTREUIL;;94;VAL DE MARNE;94300;VINCENNES;143280777;;01/07/2004;10/06/1943;21/08/2009;48.8496, 2.43451;48.84959999999999;2.4345100000000004
940015613;940015605;PHARM TIN;;;;RUE;ROLAND GARROS;;94;VAL DE MARNE;94190;VILLENEUVE ST GEORGES;143823025;;20/10/1987;13/03/1969;14/08/2009;48.7521, 2.4505;48.7521;2.4505
940016090;940016082;PHARM CROSNIER;PHARMACIE CLEMENCEAU;18;;AVENUE;GEORGES CLEMENCEAU;;94;VAL DE MARNE;94300;VINCENNES;143281274;;01/09/2004;28/04/1943;25/08/2010;48.8491, 2.4232;48.849099999999986;2.4231999999999996
940016215;940016207;PHARM CHOU HUOT CHHITH;;17;;AVENUE;DE PARIS;;94;VAL DE MARNE;94300;VINCENNES;143280558;;18/12/1991;28/04/1943;02/02/2009;48.8451, 2.4324;48.845099999999995;2.4323999999999995
940019243;940019235;PHARM PENOT;;10;;RUE;DE MANDRES;;94;VAL DE MARNE;94520;PERIGNY SUR YERRES;145986647;;12/10/1999;29/05/1999;22/03/2006;48.696, 2.54883;48.69599999999998;2.54883
940019185;940019177;PHARM ZEITOUN;PHARMACIE ZEITOUN ALAIN;2;;BOULEVARD;DE FRIEDBERG;;94;VAL DE MARNE;94350;VILLIERS SUR MARNE;149301413;;22/06/1999;16/04/1999;25/08/2010;48.8301, 2.53961;48.830099999999995;2.53961
910010297;910010271;SELARL PHARM DE L OPERA MASSY;;15;;PL;DE FRANCE;;91;ESSONNE;91300;MASSY;169200471;160139243;14/07/2006;10/06/1965;25/08/2010;48.7331, 2.28817;48.73310000000001;2.28817
910010396;910010370;PHARM LE TRAN;;36;;AVENUE;RAYMOND ARON;;91;ESSONNE;91300;MASSY;169203943;169411403;25/03/1988;08/06/1965;29/07/2013;48.7264, 2.25684;48.72639999999998;2.25684
910010875;910010867;SELURL PHARM PETIT;;72;;AVENUE;JEAN JAURES;;91;ESSONNE;91230;MONTGERON;169036114;169407173;23/10/2006;05/02/1979;30/07/2013;48.7164, 2.44627;48.71639999999998;2.44627
910011014;910011006;PHARM CROISILLE DECREUSE;;10;;AVENUE;DE LA REPUBLIQUE;;91;ESSONNE;91420;MORANGIS;169090711;;09/07/1991;02/02/1960;30/04/2009;48.705, 2.3336;48.70499999999999;2.3336
910011030;910011022;PHARM CORDUANT COLBEAU;;43;;RUE;DES PONTS;;91;ESSONNE;91150;MORIGNY CHAMPIGNY;164940675;164943857;01/12/2005;19/10/1972;30/07/2013;48.4498, 2.1769;48.44980000000001;2.1769
910011097;910011071;PHARM DU MARCHE;;1;;RUE;JEAN DUSSART;;91;ESSONNE;91390;MORSANG SUR ORGE;169045262;169463700;30/06/2008;06/08/1984;25/08/2010;48.6527, 2.35667;48.65270000000001;2.35667
910011196;910011170;PHARM BEAUSEJOUR;EURL PHARMACIE BEAUSEJOUR;28;;AVENUE;MARTHE;;91;ESSONNE;91390;MORSANG SUR ORGE;169044389;169041361;21/11/1994;17/03/1983;30/07/2013;48.6538, 2.34199;48.65379999999998;2.34199
910012012;910012004;PHARM NGUYEN N GOC;;7;;PL;JACQUES BREL;;91;ESSONNE;91130;RIS ORANGIS;169062136;170646653;17/12/1990;18/05/1993;02/08/2013;48.6558, 2.40865;48.655800000000006;2.40865
910012343;910012335;PHARM FROMENTIN BRIGITTE;;91;;ROUTE;DE CORBEIL;;91;ESSONNE;91700;STE GENEVIEVE DES BOIS;160150050;169464019;30/12/1987;26/05/1972;02/08/2013;48.6419, 2.33373;48.64190000000001;2.33373
910012574;910012566;PHARM DE L AVENUE;;20;;AVENUE;GABRIEL PERI;;91;ESSONNE;91700;STE GENEVIEVE DES BOIS;169510169;169510192;24/12/1996;31/05/1944;02/08/2013;48.6522, 2.31573;48.6522;2.31573
910014091;910014083;PHARM DU VIEUX CHENE;;136;;ROUTE;DE CORBEIL;;91;ESSONNE;91360;VILLEMOISSON SUR ORGE;169046303;169045986;29/04/1992;27/05/1997;17/09/2013;48.6517, 2.33717;48.65169999999999;2.33717
910014240;910014232;PHARM DECUGNIERE BOUILLAGUET;;52;;BOULEVARD;GABRIEL PERI;;91;ESSONNE;91170;VIRY CHATILLON;169054052;169056236;29/06/1990;10/07/1951;17/09/2013;48.6793, 2.37501;48.6793;2.37501
910014414;910014406;PHARM CENTRALE FALEMPIN;;1;;PL;RENE COTY;;91;ESSONNE;91170;VIRY CHATILLON;169052830;169052830;23/02/1984;08/01/1943;17/09/2013;48.6742, 2.37744;48.67419999999998;2.37744
910017532;910017524;PHARM  DE L'AVENIR;;47;;BOULEVARD;CHARLES DE GAULLE;;91;ESSONNE;91540;MENNECY;169234093;169234094;10/08/2009;30/10/2000;29/07/2013;48.565, 2.43785;48.565;2.43785
910018332;910018324;PHARMACIE  VIDAL;;35;;ROUTE;DE CHARTRES;;91;ESSONNE;91940;GOMETZ LE CHATEL;169282005;169282388;15/05/2001;02/04/2001;13/05/2013;48.6816, 2.14516;48.68159999999998;2.14516
920007911;920007903;PHARM FOSSIER-BADER MARIE-PIERRE;;8;;AVENUE;DE LA DIVISION LECLERC;;92;HAUTS-DE-SEINE;92160;ANTONY;146660146;;08/08/1983;12/02/1943;25/08/2010;48.7531, 2.30481;48.75310000000001;2.30481
920008026;920008000;PHARM TRUONG TRAN THI;;59;;AVENUE;FRANCOIS MOLE;;92;HAUTS-DE-SEINE;92160;ANTONY;146667587;;20/08/1990;12/01/1973;25/11/2008;48.7513, 2.28995;48.751299999999986;2.28995
920008281;920008273;PHARM DRIGHES CATHERINE;;126;;AVENUE;D ARGENTEUIL;;92;HAUTS-DE-SEINE;92600;ASNIERES SUR SEINE;147930168;;03/04/1992;09/01/1943;07/04/2009;48.9162, 2.28247;48.91619999999999;2.28247
920008414;920008406;PHARMACIE DU BAC;;119;B;RUE;DE COLOMBES;;92;HAUTS-DE-SEINE;92600;ASNIERES SUR SEINE;147932652;;19/02/2007;24/03/1943;25/08/2010;48.9155, 2.27693;48.91549999999999;2.27693
920008562;920008554;PHARMACIE DE L'UNIVERSITE;;90;;AVENUE;DES GRESILLONS;;92;HAUTS-DE-SEINE;92600;ASNIERES SUR SEINE;147930693;;01/09/2004;03/02/1943;07/04/2009;48.9152, 2.30207;48.91520000000001;2.30207
920008711;920008703;PHARMACIE DES MOURINOUX;;;;RUE;DES MOURINOUX;;92;HAUTS-DE-SEINE;92600;ASNIERES SUR SEINE;147945940;;01/07/2009;17/02/1970;26/10/2009;48.9301, 2.27506;48.93009999999999;2.27506
920008729;920008679;PHARMACIE DU PARC;;45;;AVENUE;DU PONANT;;92;HAUTS-DE-SEINE;92390;VILLENEUVE LA GARENNE;147923160;147921079;18/04/2005;27/04/2004;25/08/2010;48.944, 2.32529;48.943999999999996;2.32529
920008745;920008737;PHARMACIE DU FLORE;;3;;AVENUE;DE LA REDOUTE;;92;HAUTS-DE-SEINE;92600;ASNIERES SUR SEINE;147983286;;31/12/2009;13/12/1967;20/04/2011;48.9273, 2.27446;48.92729999999998;2.27446
920009677;920009651;PHARM DUFFAU;;49;;RUE;DE L'EST;;92;HAUTS-DE-SEINE;92100;BOULOGNE BILLANCOURT;146050154;;01/04/2004;19/01/1943;30/04/2009;48.8426, 2.24381;48.84259999999998;2.24381
920009974;920009966;PHARMACIE CENTRALE;;197;;BOULEVARD;JEAN JAURES;;92;HAUTS-DE-SEINE;92100;BOULOGNE BILLANCOURT;146050502;146052465;01/07/2004;20/01/1943;25/08/2010;48.8339, 2.24346;48.833899999999986;2.24346
920010527;920010444;PHARM TEYSSIER MERSIER BEATRICE;;107;;ROUTE;DE LA REINE;;92;HAUTS-DE-SEINE;92100;BOULOGNE BILLANCOURT;149094323;;06/07/1987;19/01/1943;30/04/2009;48.8399, 2.23635;48.839899999999986;2.23635
920010865;920012549;PHARMACIE VICTOR HUGO;;50;;AVENUE;VICTOR HUGO;;92;HAUTS-DE-SEINE;92100;BOULOGNE BILLANCOURT;146052828;;17/08/2006;20/01/1943;30/04/2009;48.8397, 2.24698;48.83969999999999;2.24698
920010980;920010972;PHARM NGUYEN PHUNG KIM;;1;;PL;CONDORCET;;92;HAUTS-DE-SEINE;92340;BOURG LA REINE;146618421;;08/09/1986;12/02/1943;26/02/2009;48.7799, 2.31593;48.77989999999999;2.31593
920011111;920011103;PHARM BAILLY MIRAMOND CATHERINE;;135;;AVENUE;DU GENERAL LECLERC;;92;HAUTS-DE-SEINE;92340;BOURG LA REINE;146610852;;22/06/1981;12/02/1943;26/02/2009;48.7766, 2.31443;48.7766;2.31443
920011392;920011384;"PHARM SNC ""COPEL-HURVY";;12;;RUE;DE VERDUN;;92;HAUTS-DE-SEINE;92290;CHATENAY MALABRY;143506011;;24/11/1994;20/10/1994;14/01/2009;48.7655, 2.27002;48.7655;2.27002
920011863;920011855;PHARM COUTRIS SEVIN CLAIRE;;53;;RUE;CONDORCET;;92;HAUTS-DE-SEINE;92140;CLAMART;146451432;;12/08/1974;30/05/1974;05/12/2008;48.8111, 2.26472;48.81109999999998;2.26472
920011996;920011970;PHARMACIE JEAN JAURES;;57;;AVENUE;JEAN JAURES;;92;HAUTS-DE-SEINE;92140;CLAMART;146420287;;05/07/2004;19/04/1943;08/04/2009;48.8041, 2.266;48.80409999999999;2.266
920012044;920012036;PHARMACIE  DE  LA FOURCHE;;202;B;AVENUE;JEAN JAURES;;92;HAUTS-DE-SEINE;92140;CLAMART;146420062;;01/04/2008;16/04/1943;25/08/2010;48.8116, 2.27067;48.811600000000006;2.27067
920012291;920012283;PHARM ZAIDAN ALEY;;58;;AVENUE;ADOLPHE SCHNEIDER;;92;HAUTS-DE-SEINE;92140;CLAMART;146387183;;21/04/1992;16/04/1943;25/08/2010;48.8069, 2.25414;48.80689999999999;2.25414
920012374;920012366;PHARMACIE DES MYOSOTIS;;28;;BOULEVARD;DU GENERAL LECLERC;;92;HAUTS-DE-SEINE;92110;CLICHY;147371513;;03/04/2006;01/06/1943;25/08/2010;48.9011, 2.3157;48.90109999999997;2.3157
920012564;920012556;PHARM CHERIF;;131;;BOULEVARD;JEAN JAURES;;92;HAUTS-DE-SEINE;92110;CLICHY;147397778;;02/12/2002;28/05/1943;07/07/2009;48.9059, 2.30135;48.9059;2.30135
920012747;920012721;PHARMACIE DU SOLDAT LABOUREUR;;101;;RUE;DE PARIS;;92;HAUTS-DE-SEINE;92110;CLICHY;147372322;;01/02/2009;28/05/1943;23/02/2009;48.9019, 2.3026;48.90189999999998;2.3026
920013174;920013166;PHARMACIE CEFLOTRON;;130;;BOULEVARD;CHARLES DE GAULLE;;92;HAUTS-DE-SEINE;92700;COLOMBES;142422271;;15/10/2007;03/02/1943;22/10/2008;48.9139, 2.22996;48.9139;2.22996
920013596;920013570;PHARM FLORENTIN;;107;;RUE;DE COLOMBES;;92;HAUTS-DE-SEINE;92400;COURBEVOIE;143330890;;18/10/2002;28/01/1943;25/08/2010;48.9043, 2.25583;48.904299999999985;2.25583
920013760;920013752;PHARM ROUSSEL;;116;;AVENUE;MARCEAU;;92;HAUTS-DE-SEINE;92400;COURBEVOIE;143331354;;05/01/2004;28/01/1943;15/12/2008;48.9022, 2.24322;48.9022;2.24322
920013943;920013935;PHARM SAINTE MARIE;;11;;RUE;SAINTE MARIE;;92;HAUTS-DE-SEINE;92400;COURBEVOIE;147689810;147888794;01/01/2007;04/09/1990;25/08/2010;48.8937, 2.25793;48.8937;2.25793
920014164;920014156;PHARMACIE JASMIN;;29;;RUE;D ESTIENNE D ORVES;;92;HAUTS-DE-SEINE;92260;FONTENAY AUX ROSES;146605179;;01/06/2009;18/12/1969;18/05/2009;48.7872, 2.28375;48.787199999999984;2.28375
920014230;920014222;PHARM JEAN LUC ILLOUZ;;17;;AVENUE;LOMBART;;92;HAUTS-DE-SEINE;92260;FONTENAY AUX ROSES;143501798;;24/10/1988;14/11/1961;07/07/2009;48.7867, 2.29331;48.786699999999996;2.29331
920014313;920014305;PHARM PY GABRIEL;;12;;RUE;ATHIME RUE;;92;HAUTS-DE-SEINE;92380;GARCHES;147415849;;08/08/1991;16/12/1943;25/11/2008;48.845, 2.18686;48.84499999999998;2.18686
920014495;920014487;PHARMACIE DE L'AIGLE;;2;;RUE;DE L'AIGLE;;92;HAUTS-DE-SEINE;92250;LA GARENNE COLOMBES;142421525;;29/07/1977;10/06/1943;25/08/2010;48.9109, 2.25402;48.9109;2.25402
920015047;920015021;PAHARMACIE CENTRE COMMMERCIAL DU LUTH;;22;;AVENUE;DU LUTH;;92;HAUTS-DE-SEINE;92230;GENNEVILLIERS;147941058;;06/02/2006;28/01/1975;07/07/2009;48.9328, 2.28921;48.932799999999986;2.28921
920015492;920015484;PHARMACIE DES ARCHES;;99;;AVENUE;DE VERDUN;;92;HAUTS-DE-SEINE;92130;ISSY LES MOULINEAUX;140950252;146483689;01/08/2008;29/07/1959;25/08/2010;48.82, 2.25788;48.82000000000001;2.25788
920015591;920015583;PHARM SNC LUPORSI;;72;;RUE;ANATOLE FRANCE;;92;HAUTS-DE-SEINE;92300;LEVALLOIS PERRET;147574555;;27/09/1989;28/04/1943;25/08/2010;48.8919, 2.28529;48.89189999999998;2.28529
920015641;920015633;PHARMACIE CENTRALE;;61;;RUE;DU PRESIDENT WILSON;;92;HAUTS-DE-SEINE;92300;LEVALLOIS PERRET;147370188;147378113;05/03/2007;19/01/1943;30/09/2008;48.8927, 2.28975;48.8927;2.28975
920015930;920015922;PHARM LINHARD-ROBLIN;;3;B;RUE;LOUISE MICHEL;;92;HAUTS-DE-SEINE;92300;LEVALLOIS PERRET;147574046;;30/05/1983;06/08/1946;30/12/2008;48.8869, 2.28378;48.88689999999998;2.28378
920015963;920015955;PHARM VASRAM IAVAR HOUSSEIN;;12;;RUE;LOUISE MICHEL;;92;HAUTS-DE-SEINE;92300;LEVALLOIS PERRET;147575736;147573184;01/09/1980;19/01/1943;25/08/2010;48.8876, 2.28542;48.887599999999985;2.28542
920016144;920016136;PHARM  BRAMI RENAUD;;35;;RUE;TREBOIS;;92;HAUTS-DE-SEINE;92300;LEVALLOIS PERRET;147371865;;19/05/1993;03/02/1943;09/01/2009;48.8918, 2.28914;48.89179999999999;2.28914
780008843;780008835;PHARM CLERC SOLIVE FRANCINE;;1;;RUE;DU COMMERCE;;78;YVELINES;78820;JUZIERS;134756131;;01/03/1983;13/08/1959;25/08/2010;48.9922, 1.84735;48.9922;1.84735
